Year,State,Continuum of Care (CoC),HUD CoC Number,"2015 CoC Award Amount 
($0 indicates that an application was not submitted)",AHAR Part 1 CoC Category,Total Non-DV Beds on 2016 HIC ES+TH,Total Non-DV HMIS Beds on 2016 HIC ES+TH,2015 Bed coverage Percent on HMIS for ES-TH Combined,ES-SH Avg (Days),ES-SH Median (Days),ES-SH-TH Avg (Days),ES-SH-TH Median (Days),Total Persons Exited (SO+ES+TH+SH+PH),Total Persons Returns in 6 mths,Total Persons Returns in 12 mths (should include the 6-month cohort),Total Persons Returns in 24 mths (should include both the 6- and 12-month cohort),Percent Returns in 6 mths,Percent Returns in 12 mths (should include the 6-month cohort),Percent Returns in 24 mths (should include both the 6- and 12-month cohort),Total HMIS Count,Total Stayers (persons),Total Stayers increased earned income,Percent Stayers increased earned income,Total Stayers increased non-employment cash income,Percent Stayers increased non-employment cash income,Total Stayers increased total income,Percent Stayers increased total income,Total Leavers (persons),Total Leavers increased earned income,Percent Leavers increased earned income,Total Leavers increased non-employment cash income,Percent Leavers increased non-employment cash income,Total Leavers increased total income,Percent Leavers increased total income,ES-SH-TH 1st Time Homeless,ES-SH-TH-PH 1st Time Homeless,Total Persons Exiting Street Outreach,Total Persons Exited to Temporary Housing,Total Persons Exited to Permanent Housing,Percent with Successful SO Outcome,"Total Persons Exiting ES, TH, SH, PH-RRH","Total Persons Exiting ES, TH, SH, PH-RRH to Permanent Housing",Percent with Successful Exit,Total Persons Exiting PH (but not including PH-RRH),Total Persons Exiting PH (but not including PH-RRH) Residing in PH for 6mos or more or exiting to Permanent Housing,Percent with Successful Retention or Exit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,FL,"Citrus, Hernando, Lake, Sumter Counties CoC",FL-520,540839,NA,NA,282,0.755319149,NA,13,40,47,NA,1,3,NA,4.17E-02,0.125,0.208333333,651,16,19,23,9.82E-02,0.116564417,0.141104294,0.5,4,4,7,4.08E-02,4.08E-02,7.14E-02,NA,479,0,0,NA,NA,NA,691,7,9,12,5.11E-02,6.57E-02,24,5,163,98,0,0,137,8.76E-02,47,28,35,NA,6.64E-02,8.29E-02,0.111374408,18,1,5.56E-02,8,0.444444444,9,12,1,8.33E-02,2,0.166666667,3,0.25,667,403,15,32,0.11662531,290,0.419681621,137,131,0.95620438,Largely Suburban CoC,213,127,422
2019,FL,Miami-Dade County CoC,FL-600,32867600,NA,NA,2177,1,NA,70,108,89,NA,9,12,NA,0.109756098,0.146341463,0.182926829,7308,431,613,803,0.150804759,0.214485654,0.28096571,0.471869328,78,116,147,0.145522388,0.21641791,0.274253731,NA,3657,5,7,4.55E-02,0.113636364,0.159090909,5073,94,151,225,6.91E-02,0.111029412,82,15,2858,536,44,2,1360,0.165441176,1197,614,897,NA,0.125819672,0.183811475,0.245286885,1653,144,8.71E-02,712,0.430732002,780,333,55,0.165165165,126,0.378378378,157,0.471471471,4336,4055,3604,130,0.920838471,2889,0.569485512,3716,3685,0.991657696,Major City CoC,2177,137,4880
2019,FL,Ft Lauderdale/Broward County CoC,FL-601,11362648,NA,NA,1510,0.796688742,NA,61,92,74,NA,9,13,NA,0.121621622,0.175675676,0.216216216,4212,233,319,417,0.200516351,0.274526678,0.358864028,0.642262895,49,66,91,0.133152174,0.179347826,0.247282609,NA,2520,3,4,7.41E-02,0.111111111,0.148148148,3812,65,107,185,6.95E-02,0.114438503,74,16,1162,368,27,2,935,0.197860963,713,358,508,NA,0.139516758,0.1979735,0.27786438,601,57,9.48E-02,356,0.59234609,386,272,69,0.253676471,48,0.176470588,109,0.400735294,3370,3842,1478,128,0.418011452,1641,0.430482686,894,870,0.973154362,Largely Suburban CoC,1203,115,2566
2019,FL,Punta Gorda/Charlotte County CoC,FL-602,266960,NA,NA,76,1,NA,36,53,46,NA,1,2,NA,1.82E-02,3.64E-02,0.127272727,410,22,38,62,6.81E-02,0.117647059,0.191950464,0.333333333,1,1,2,0.04,0.04,0.08,NA,293,0,1,0,0,0.333333333,336,0,0,3,0,0,55,7,323,25,3,0,107,2.80E-02,75,24,41,NA,4.68E-02,7.99E-02,0.14619883,6,2,0.333333333,0,0,2,20,2,0.1,6,0.3,8,0.4,338,179,59,96,0.865921788,266,0.791666667,97,94,0.969072165,Largely Suburban CoC,76,80,513
2019,FL,"Ft Myers, Cape Coral/Lee County CoC",FL-603,1825537,NA,NA,157,0.840764331,NA,16,47,16,NA,0,0,NA,NA,NA,NA,1017,23,36,51,0.147435897,0.230769231,0.326923077,0.252336449,0,0,0,NA,NA,NA,NA,780,0,0,NA,NA,NA,1094,3,3,5,6.65E-03,6.65E-03,0,0,156,0,0,0,451,1.11E-02,56,26,39,NA,4.28E-02,6.43E-02,9.23E-02,107,6,5.61E-02,22,0.205607477,27,122,39,0.319672131,24,0.196721311,55,0.450819672,946,44,17,5,0.5,571,0.521937843,143,115,0.804195804,Largely Suburban CoC,132,55,607
2019,FL,Monroe County CoC,FL-604,515579,NA,NA,368,0.894021739,NA,27,65,43,NA,23,33,NA,0.184,0.264,0.32,1198,57,74,95,0.201413428,0.261484099,0.335689046,0.292207792,17,20,28,0.146551724,0.172413793,0.24137931,NA,945,0,0,NA,NA,NA,944,4,7,11,8.89E-02,0.155555556,125,40,283,116,0,0,45,0.244444444,174,101,134,NA,0.177504394,0.235500879,0.305799649,154,19,0.123376623,41,0.266233766,45,174,73,0.41954023,18,0.103448276,88,0.505747126,981,185,29,70,0.535135135,443,0.469279661,221,211,0.954751131,Largely Rural CoC,329,123,569
2019,FL,West Palm Beach/Palm Beach County CoC,FL-605,5656703,NA,NA,374,1,NA,76,102,82,NA,7,11,NA,8.24E-02,0.129411765,0.235294118,1569,66,117,170,7.46E-02,0.13220339,0.192090395,0.34,10,20,35,6.33E-02,0.126582278,0.221518987,NA,915,0,0,NA,NA,NA,1393,30,58,95,5.03E-02,9.72E-02,85,20,885,158,0,0,597,0.159128978,320,113,206,NA,6.55E-02,0.11942029,0.185507246,200,17,8.50E-02,58,0.29,68,98,18,0.183673469,40,0.408163265,46,0.469387755,1375,1034,154,220,0.361702128,963,0.691313711,1094,1051,0.960694698,Largely Suburban CoC,374,124,1725
2019,FL,Naples/Collier County CoC,FL-606,399823,NA,NA,339,0.103244838,NA,0,0,161,NA,1,1,NA,0.05,0.05,0.2,45,0,0,0,NA,NA,NA,0.833333333,0,0,2,0,0,0.125,NA,20,0,0,NA,NA,NA,33,0,0,0,NA,NA,20,4,0,16,0,0,0,NA,6,1,1,NA,2.78E-02,2.78E-02,0.166666667,18,4,0.222222222,11,0.611111111,15,33,4,0.121212121,6,0.181818182,10,0.303030303,20,20,10,4,0.7,24,0.727272727,15,15,1,Largely Suburban CoC,35,117,36
2019,GA,Atlanta CoC,GA-500,7701216,NA,NA,2698,0.865455893,NA,44,81,63,NA,24,41,NA,8.63E-02,0.147482014,0.197841727,9427,94,146,226,0.102396514,0.159041394,0.246187364,0.471153846,72,109,179,0.102564103,0.155270655,0.254985755,NA,6012,0,0,NA,NA,NA,8257,67,112,172,5.22E-02,8.73E-02,278,55,918,702,0,0,1283,0.134060795,632,257,408,NA,8.08E-02,0.128261553,0.19867966,312,19,6.09E-02,129,0.413461538,147,154,18,0.116883117,54,0.350649351,68,0.441558442,7482,4968,755,438,0.240136876,2712,0.328448589,2141,2018,0.94255021,Major City CoC,2335,123,3181
2019,GA,Georgia Balance of State CoC,GA-501,18905191,NA,NA,1366,0.650805271,NA,20,61,21,NA,4,7,NA,3.70E-02,6.48E-02,9.26E-02,5755,45,81,134,3.99E-02,7.17E-02,0.118689105,0.371830986,7,16,28,3.07E-02,7.02E-02,0.122807018,NA,4547,0,0,NA,NA,NA,6681,12,43,116,6.49E-03,2.33E-02,108,10,1129,228,0,0,1849,6.27E-02,288,68,147,NA,2.05E-02,4.44E-02,8.69E-02,1065,92,8.64E-02,315,0.295774648,396,1009,205,0.203171457,163,0.161546085,334,0.331020813,7252,861,333,321,0.759581882,3941,0.589881754,2809,2624,0.934140263,Largely Rural CoC,889,81,3314
2019,GA,Fulton County CoC,GA-502,2430457,NA,NA,564,1,NA,85,134,92,NA,0,0,NA,0,0,0,594,1,1,3,1.15E-02,1.15E-02,3.45E-02,0.157480315,0,0,0,0,0,0,NA,365,0,0,NA,NA,NA,914,3,4,5,1.16E-02,1.54E-02,2,0,87,65,0,0,259,1.93E-02,8,4,5,NA,9.69E-03,1.21E-02,1.94E-02,127,8,6.30E-02,12,9.45E-02,20,104,14,0.134615385,5,4.81E-02,17,0.163461538,954,4,2,2,1,572,0.625820569,345,320,0.927536232,Largely Suburban CoC,564,188,413
2019,GA,Athens-Clarke County CoC,GA-503,715218,NA,NA,135,0.896296296,NA,47,60,47,NA,0,0,NA,NA,NA,NA,508,3,6,13,2.31E-02,4.62E-02,0.1,0.636363636,0,0,0,0,0,0,NA,411,0,0,NA,NA,NA,482,1,2,4,7.04E-03,1.41E-02,0,0,130,2,0,0,142,2.82E-02,17,4,8,NA,1.46E-02,2.92E-02,6.20E-02,55,9,0.163636364,28,0.509090909,35,26,5,0.192307692,7,0.269230769,11,0.423076923,462,0,0,0,NA,241,0.5,124,119,0.959677419,Other Largely Urban CoC,121,60,274
2019,GA,Augusta-Richmond County CoC,GA-504,635710,NA,NA,228,0.728070175,NA,33,81,33,NA,5,7,NA,4.63E-02,6.48E-02,0.101851852,1205,18,26,28,0.165137615,0.23853211,0.256880734,0.5,2,3,6,7.14E-02,0.107142857,0.214285714,NA,860,0,0,NA,NA,NA,1038,2,2,5,2.30E-02,2.30E-02,108,11,109,28,0,0,87,5.75E-02,50,27,38,NA,8.13E-02,0.114457831,0.15060241,26,4,0.153846154,9,0.346153846,13,68,7,0.102941176,7,0.102941176,10,0.147058824,958,185,72,26,0.52972973,270,0.260115607,28,26,0.928571429,Other Largely Urban CoC,166,86,332
2019,GA,Columbus-Muscogee CoC,GA-505,1610376,NA,NA,257,0.610894942,NA,48,89,58,NA,0,0,NA,0,0,0,489,14,18,26,0.122807018,0.157894737,0.228070175,0.3,0,1,1,0,2.22E-02,2.22E-02,NA,329,0,0,NA,NA,NA,579,4,7,11,3.51E-02,6.14E-02,1,0,114,45,0,0,114,9.65E-02,38,18,26,NA,6.57E-02,9.49E-02,0.138686131,50,8,0.16,8,0.16,15,119,31,0.260504202,6,5.04E-02,34,0.285714286,584,NA,NA,NA,NA,353,0.609671848,103,85,0.825242718,Other Largely Urban CoC,157,98,274
2019,GA,Marietta/Cobb County CoC,GA-506,2250609,NA,NA,220,0.872727273,NA,30,27,31,NA,1,1,NA,6.25E-02,6.25E-02,0.1875,1493,22,33,49,6.30E-02,9.46E-02,0.140401146,0.545454545,1,2,7,1.05E-02,2.11E-02,7.37E-02,NA,1194,0,0,NA,NA,NA,1480,6,11,17,3.08E-02,5.64E-02,16,3,349,95,0,0,195,8.72E-02,76,30,47,NA,4.58E-02,7.18E-02,0.116030534,77,13,0.168831169,33,0.428571429,42,181,69,0.38121547,8,4.42E-02,75,0.414364641,1469,152,23,28,0.335526316,602,0.406756757,130,124,0.953846154,Largely Suburban CoC,192,51,655
2019,GA,Savannah/Chatham County CoC,GA-507,3383018,NA,NA,610,0.449180328,NA,23,37,28,NA,4,5,NA,0.210526316,0.263157895,0.315789474,1302,53,68,85,0.139841689,0.179419525,0.224274406,0.49382716,6,9,9,7.89E-02,0.118421053,0.118421053,NA,970,0,0,NA,NA,NA,1100,1,3,4,1.41E-02,4.23E-02,19,6,379,76,0,0,71,5.63E-02,104,64,85,NA,0.117431193,0.155963303,0.190825688,243,30,0.12345679,98,0.403292181,120,180,35,0.194444444,21,0.116666667,52,0.288888889,1079,686,29,480,0.741982507,311,0.282727273,691,678,0.981186686,Other Largely Urban CoC,274,64,545
2019,GA,DeKalb County CoC,GA-508,5803531,NA,NA,108,1,NA,31,64,54,NA,0,0,NA,0,0,2.91E-02,389,21,33,33,0.146853147,0.230769231,0.230769231,0.441281139,2,2,5,2.30E-02,2.30E-02,5.75E-02,NA,263,0,0,NA,NA,NA,1004,14,29,56,1.38E-02,2.86E-02,103,3,143,87,0,0,1014,5.52E-02,97,37,64,NA,2.75E-02,4.75E-02,7.20E-02,281,34,0.120996441,95,0.338078292,124,250,36,0.144,31,0.124,59,0.236,1152,284,38,38,0.267605634,727,0.724103586,1544,1521,0.985103627,Largely Suburban CoC,108,99,1347
2019,GU,Guam CoC,GU-500,1170412,NA,NA,94,0.946808511,NA,51,63,54,NA,0,0,NA,NA,NA,NA,552,12,23,24,7.84E-02,0.150326797,0.156862745,4.88E-02,0,0,0,NA,NA,NA,NA,383,0,0,NA,NA,NA,597,9,10,20,5.92E-02,6.58E-02,0,0,153,0,0,0,152,0.131578947,44,21,33,NA,6.89E-02,0.108196721,0.144262295,41,0,0,2,4.88E-02,2,17,1,5.88E-02,0,0,1,5.88E-02,455,0,0,0,NA,227,0.380234506,90,88,0.977777778,Largely Rural CoC,89,68,305
2019,HI,Hawaii Balance of State CoC,HI-500,2667935,NA,NA,757,0.960369881,NA,75,110,116,NA,20,29,NA,8.93E-02,0.129464286,0.258928571,2071,68,91,123,0.133858268,0.179133858,0.242125984,0.266666667,38,55,84,8.14E-02,0.117773019,0.17987152,NA,940,0,0,NA,NA,NA,1609,13,30,52,4.36E-02,0.100671141,224,58,508,467,0,0,298,0.174496644,317,139,205,NA,9.29E-02,0.136940548,0.211756847,105,0,0,28,0.266666667,28,356,85,0.238764045,92,0.258426966,146,0.41011236,1267,325,98,148,0.756923077,972,0.604101927,256,231,0.90234375,Largely Rural CoC,727,159,1497
2019,HI,Honolulu City and County CoC,HI-501,10249234,NA,NA,2218,0.980162308,NA,79,140,116,NA,20,44,NA,7.97E-02,0.175298805,0.227091633,5365,91,133,194,9.86E-02,0.144095341,0.210184182,0.154362416,77,147,215,5.97E-02,0.113953488,0.166666667,NA,2697,2,3,0.2,0.4,0.6,3888,40,59,84,5.09E-02,7.51E-02,251,57,923,1290,5,1,786,0.106870229,553,229,385,NA,7.04E-02,0.11827957,0.169892473,447,8,1.79E-02,64,0.143176734,69,823,119,0.144592953,181,0.219927096,259,0.314702309,3381,270,99,115,0.792592593,2270,0.583847737,999,949,0.94994995,Largely Suburban CoC,2174,202,3255
2019,IA,"Sioux City/Dakota, Woodbury Counties CoC",IA-500,747036,NA,NA,243,0.366255144,NA,56,52,64,NA,0,0,NA,NA,NA,NA,297,0,0,1,0,0,0.142857143,0,0,1,10,0,6.54E-03,6.54E-02,NA,230,0,0,NA,NA,NA,284,0,2,5,0,6.67E-02,0,0,7,153,0,0,30,0.166666667,16,0,3,NA,0,1.58E-02,8.42E-02,5,0,0,0,0,0,56,14,0.25,14,0.25,25,0.446428571,277,16,2,11,0.8125,225,0.792253521,9,9,1,Other Largely Urban CoC,89,97,190
2019,IA,Iowa Balance of State CoC,IA-501,5571658,NA,NA,1274,0.739403454,NA,25,40,30,NA,2,4,NA,3.57E-02,7.14E-02,0.214285714,5507,131,221,330,9.55E-02,0.161078717,0.240524781,0.408163265,37,68,103,5.84E-02,0.107255521,0.162460568,NA,3938,0,0,NA,NA,NA,5240,32,62,95,4.44E-02,8.60E-02,56,12,1372,634,0,0,721,0.131761442,540,202,355,NA,7.26E-02,0.127560187,0.194035214,49,10,0.204081633,14,0.285714286,20,431,104,0.241299304,62,0.143851508,146,0.3387471,4605,223,27,159,0.834080717,2762,0.527099237,286,267,0.933566434,Largely Rural CoC,942,65,2783
2019,IA,Des Moines/Polk County CoC,IA-502,3631979,NA,NA,586,1,NA,26,48,32,NA,2,2,NA,0.181818182,0.181818182,0.272727273,3774,102,160,236,0.143459916,0.225035162,0.331926864,0.378109453,12,21,28,9.60E-02,0.168,0.224,NA,2386,0,0,NA,NA,NA,3090,27,58,97,6.65E-02,0.142857143,11,3,711,125,0,0,406,0.238916256,364,143,241,NA,0.114126097,0.192338388,0.290502793,201,20,9.95E-02,63,0.313432836,76,174,42,0.24137931,27,0.155172414,58,0.333333333,2478,84,18,20,0.452380952,861,0.278640777,644,621,0.964285714,Other Largely Urban CoC,586,65,1253
2019,ID,Boise/Ada County CoC,ID-500,1146029,NA,NA,586,0.332764505,NA,24,77,24,NA,0,0,NA,0,0,0,1194,2,2,4,9.52E-02,9.52E-02,0.19047619,0.62745098,4,5,7,0.166666667,0.208333333,0.291666667,NA,848,0,0,NA,NA,NA,954,5,13,17,2.23E-02,5.80E-02,4,0,21,24,0,0,224,7.59E-02,28,11,20,NA,4.03E-02,7.33E-02,0.102564103,51,13,0.254901961,24,0.470588235,32,67,18,0.268656716,8,0.119402985,25,0.373134328,1068,34,1,0,2.94E-02,181,0.189727463,376,368,0.978723404,Other Largely Urban CoC,195,86,273
2019,ID,Idaho Balance of State CoC,ID-501,3310283,NA,NA,561,0.452762923,NA,39,61,40,NA,0,0,NA,0,0,0,1214,64,92,114,0.113074205,0.16254417,0.201413428,0.307086614,7,12,23,3.38E-02,5.80E-02,0.111111111,NA,947,0,0,NA,NA,NA,1614,15,30,45,2.52E-02,5.03E-02,8,0,566,207,0,0,596,7.55E-02,182,86,134,NA,6.25E-02,9.73E-02,0.132171387,127,22,0.173228346,26,0.204724409,39,168,56,0.333333333,29,0.172619048,73,0.43452381,1489,87,6,29,0.402298851,1188,0.73605948,454,419,0.922907489,Largely Rural CoC,254,64,1377
2019,IL,McHenry County CoC,IL-500,964871,NA,NA,157,1,NA,83,124,95,NA,0,0,NA,NA,NA,NA,361,3,4,8,0.130434783,0.173913043,0.347826087,0.176470588,3,3,4,3.61E-02,3.61E-02,4.82E-02,NA,253,0,0,NA,NA,NA,255,0,0,0,0,0,0,0,23,83,0,0,30,0,12,6,7,NA,4.41E-02,5.15E-02,8.82E-02,17,1,5.88E-02,2,0.117647059,3,80,36,0.45,13,0.1625,40,0.5,281,0,0,0,NA,173,0.678431373,27,25,0.925925926,Largely Suburban CoC,157,139,136
2019,IL,"Rockford/DeKalb, Winnebago, Boone Counties CoC",IL-501,2200682,NA,NA,332,0.819277108,NA,19,43,22,NA,13,22,NA,0.12745098,0.215686275,0.303921569,1907,7,17,28,3.30E-02,8.02E-02,0.132075472,0.378947368,7,13,16,0.1,0.185714286,0.228571429,NA,1383,0,0,NA,NA,NA,1605,3,4,11,2.63E-02,3.51E-02,102,31,212,70,0,0,114,9.65E-02,86,30,56,NA,6.02E-02,0.112449799,0.172690763,190,12,6.32E-02,67,0.352631579,72,61,10,0.163934426,22,0.360655738,30,0.491803279,1458,79,19,22,0.518987342,302,0.188161994,584,558,0.955479452,Largely Suburban CoC,272,64,498
2019,IL,"Waukegan, North Chicago/Lake County CoC",IL-502,2593489,NA,NA,106,1,NA,15,38,26,NA,3,4,NA,0.12,0.16,0.2,1013,41,56,85,0.14801444,0.202166065,0.306859206,0.330357143,8,16,26,6.84E-02,0.136752137,0.222222222,NA,660,0,0,NA,NA,NA,859,0,3,6,0,4.62E-02,25,5,277,117,0,0,65,9.23E-02,122,52,79,NA,0.107438017,0.16322314,0.252066116,112,6,5.36E-02,35,0.3125,37,60,8,0.133333333,13,0.216666667,20,0.333333333,721,79,12,55,0.848101266,509,0.592549476,207,201,0.971014493,Largely Suburban CoC,106,76,484
2019,IL,"Champaign, Urbana, Rantoul/Champaign County CoC",IL-503,723261,NA,NA,65,0.769230769,NA,3,25,6,NA,0,0,NA,NA,NA,NA,543,4,6,6,5.88E-02,8.82E-02,8.82E-02,0.142857143,1,1,4,1.28E-02,1.28E-02,5.13E-02,NA,439,0,0,NA,NA,NA,536,0,0,4,0,0,0,0,68,78,0,0,60,6.67E-02,14,5,7,NA,2.43E-02,3.40E-02,6.80E-02,28,2,7.14E-02,3,0.107142857,4,13,0,0,5,0.384615385,5,0.384615385,479,0,0,0,NA,137,0.255597015,76,73,0.960526316,Other Largely Urban CoC,50,41,206
2019,IL,Madison County CoC,IL-504,1869154,NA,NA,65,1,NA,33,50,33,NA,0,0,NA,NA,NA,NA,267,4,5,11,4.08E-02,5.10E-02,0.112244898,0.218390805,0,0,0,NA,NA,NA,NA,212,0,0,NA,NA,NA,303,0,2,3,0,3.51E-02,0,0,98,0,0,0,57,5.26E-02,14,4,7,NA,2.58E-02,4.52E-02,9.03E-02,87,4,4.60E-02,17,0.195402299,19,35,2,5.71E-02,5,0.142857143,6,0.171428571,260,0,0,0,NA,229,0.755775578,106,99,0.933962264,Largely Suburban CoC,65,50,155
2019,IL,"Joliet, Bolingbrook/Will County CoC",IL-506,4609607,NA,NA,256,1,NA,14,39,17,NA,0,0,NA,NA,NA,NA,1300,18,28,39,0.125874126,0.195804196,0.272727273,0.573099415,2,4,5,6.25E-02,0.125,0.15625,NA,957,1,1,0,1,1,1080,7,14,16,0.107692308,0.215384615,0,0,143,32,1,0,65,0.246153846,61,27,47,NA,0.112033195,0.195020747,0.253112033,171,23,0.134502924,86,0.502923977,98,67,20,0.298507463,11,0.164179104,31,0.462686567,1023,0,0,0,NA,244,0.225925926,289,283,0.979238754,Largely Suburban CoC,256,54,241
2019,IL,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",IL-507,1829851,NA,NA,460,0.667391304,NA,25,59,25,NA,9,11,NA,0.136363636,0.166666667,0.227272727,1580,47,70,92,0.127027027,0.189189189,0.248648649,0.391752577,3,6,12,4.84E-02,9.68E-02,0.193548387,NA,1026,0,0,0,0,0,1396,9,17,26,5.81E-02,0.109677419,66,15,370,62,2,0,155,0.167741935,145,68,104,NA,0.103816794,0.158778626,0.221374046,97,13,0.134020619,26,0.268041237,38,84,11,0.130952381,15,0.178571429,26,0.30952381,1098,56,13,30,0.767857143,527,0.377507163,312,309,0.990384615,Largely Suburban CoC,307,59,655
2019,IL,"East St. Louis, Belleville/St. Clair County CoC",IL-508,3662079,NA,NA,172,0.854651163,NA,7,38,4,NA,0,0,NA,NA,NA,NA,663,2,3,4,5.56E-02,8.33E-02,0.111111111,0.23566879,4,17,21,5.13E-02,0.217948718,0.269230769,NA,519,0,0,NA,NA,NA,436,5,6,14,4.17E-02,0.05,0,0,36,78,0,0,120,0.116666667,39,11,26,NA,4.70E-02,0.111111111,0.166666667,157,11,7.01E-02,32,0.203821656,37,96,16,0.166666667,19,0.197916667,30,0.3125,839,0,0,0,NA,290,0.665137615,232,227,0.978448276,Largely Suburban CoC,147,97,234
2019,IL,Chicago CoC,IL-510,76142315,NA,NA,4787,0.964069355,NA,62,157,77,NA,15,24,NA,6.20E-02,9.92E-02,0.173553719,17054,373,484,650,0.183834401,0.238541153,0.320354855,0.330383481,132,193,283,0.130693069,0.191089109,0.28019802,NA,10171,0,1,0,0,0.25,12811,118,195,268,7.73E-02,0.127701375,242,42,2029,1010,4,0,1527,0.175507531,1244,638,896,NA,0.132585204,0.186201164,0.258520366,3729,259,6.95E-02,1085,0.290962725,1232,1490,186,0.124832215,352,0.236241611,508,0.340939597,11257,1641,702,292,0.605728215,2894,0.225899618,6714,6523,0.971551981,Major City CoC,4615,174,4812
2019,IL,Cook County CoC,IL-511,13403353,NA,NA,295,1,NA,20,59,30,NA,10,10,NA,0.243902439,0.243902439,0.341463415,2358,61,81,96,0.193037975,0.256329114,0.303797468,0.42961165,11,15,19,5.24E-02,7.14E-02,9.05E-02,NA,1410,4,5,5.26E-02,0.210526316,0.263157895,1757,16,24,40,3.27E-02,4.90E-02,41,14,316,210,19,1,490,8.16E-02,174,99,134,NA,9.20E-02,0.124535316,0.161710037,412,67,0.162621359,139,0.337378641,177,244,64,0.262295082,47,0.192622951,101,0.413934426,1867,457,89,170,0.566739606,592,0.336937962,1424,1364,0.957865169,Largely Suburban CoC,295,97,1076
2019,IL,Bloomington/Central Illinois CoC,IL-512,1000335,NA,NA,335,0.746268657,NA,40,78,48,NA,3,6,NA,7.50E-02,0.15,0.2,1014,24,41,62,7.74E-02,0.132258065,0.2,0.103448276,5,5,9,0.113636364,0.113636364,0.204545455,NA,726,0,0,0,0,0,778,0,0,5,0,0,40,8,310,44,24,0,40,0.125,84,32,52,NA,6.99E-02,0.113537118,0.183406114,29,3,0.103448276,1,3.45E-02,3,19,7,0.368421053,3,0.157894737,8,0.421052632,790,266,108,134,0.909774436,309,0.397172237,72,70,0.972222222,Largely Rural CoC,250,100,458
2019,IL,Springfield/Sangamon County CoC,IL-513,402128,NA,NA,262,0.988549618,NA,10,36,24,NA,2,2,NA,0.2,0.2,0.2,1193,47,54,62,0.297468354,0.341772152,0.392405063,0.36,14,16,24,9.59E-02,0.109589041,0.164383562,NA,753,0,0,NA,NA,NA,997,1,4,7,2.56E-02,0.102564103,10,2,158,146,0,0,39,0.179487179,95,64,76,NA,0.181303116,0.21529745,0.269121813,25,5,0.2,6,0.24,9,28,7,0.25,2,7.14E-02,9,0.321428571,761,84,57,6,0.75,270,0.270812437,89,84,0.943820225,Other Largely Urban CoC,259,72,353
2019,IL,DuPage County CoC,IL-514,5136314,NA,NA,278,1,NA,15,49,25,NA,0,0,NA,0,0,0.2,1321,26,40,54,0.128712871,0.198019802,0.267326733,0.45177665,2,4,12,2.99E-02,5.97E-02,0.179104478,NA,780,0,0,NA,NA,NA,1012,7,8,17,4.40E-02,5.03E-02,5,1,202,67,0,0,159,0.106918239,84,35,52,NA,8.08E-02,0.120092379,0.193995381,197,30,0.152284264,76,0.385786802,89,54,17,0.314814815,28,0.518518519,39,0.722222222,846,37,12,3,0.405405405,309,0.305335968,381,361,0.947506562,Largely Suburban CoC,278,99,433
2019,IL,South Central Illinois CoC,IL-515,1061142,NA,NA,34,1,NA,14,26,15,NA,0,0,NA,NA,NA,NA,442,3,10,11,7.50E-02,0.25,0.275,0.428571429,0,0,0,NA,NA,NA,NA,382,0,0,NA,NA,NA,631,0,0,4,0,0,0,0,40,0,0,0,100,0.04,15,3,10,NA,2.14E-02,7.14E-02,0.107142857,7,2,0.285714286,1,0.142857143,3,51,17,0.333333333,4,7.84E-02,19,0.37254902,553,0,0,0,NA,361,0.572107765,48,48,1,Largely Rural CoC,34,26,140
2019,IL,Decatur/Macon County CoC,IL-516,869146,NA,NA,111,0.972972973,NA,37,122,210,NA,0,0,NA,NA,NA,NA,68,0,0,1,0,0,1,0.1,0,0,0,0,0,0,NA,5,0,0,NA,NA,NA,67,0,0,2,0,0,0,0,1,11,0,0,9,0.222222222,3,0,0,NA,0,0,0.142857143,20,1,0.05,1,0.05,2,13,1,7.69E-02,0,0,1,7.69E-02,7,428,64,21,0.198598131,55,0.820895522,64,64,1,Other Largely Urban CoC,108,293,21
2019,IL,"Aurora, Elgin/Kane County CoC",IL-517,1909460,NA,NA,293,1,NA,35,104,36,NA,0,0,NA,NA,NA,NA,1879,44,60,68,0.185654008,0.253164557,0.286919831,0.5,4,5,9,7.69E-02,9.62E-02,0.173076923,NA,1178,0,0,NA,NA,NA,1530,7,8,10,0.152173913,0.173913043,0,0,237,52,0,0,46,0.217391304,87,55,73,NA,0.164179104,0.217910448,0.259701493,34,5,0.147058824,14,0.411764706,17,23,4,0.173913043,7,0.304347826,11,0.47826087,1186,0,0,0,NA,294,0.192156863,112,112,1,Largely Suburban CoC,293,112,335
