Year,State,Continuum of Care (CoC),HUD CoC Number,"2015 CoC Award Amount 
($0 indicates that an application was not submitted)",AHAR Part 1 CoC Category,Total Non-DV Beds on 2016 HIC ES+TH,Total Non-DV HMIS Beds on 2016 HIC ES+TH,2015 Bed coverage Percent on HMIS for ES-TH Combined,ES-SH Avg (Days),ES-SH Median (Days),ES-SH-TH Avg (Days),ES-SH-TH Median (Days),Total Persons Exited (SO+ES+TH+SH+PH),Total Persons Returns in 6 mths,Total Persons Returns in 12 mths (should include the 6-month cohort),Total Persons Returns in 24 mths (should include both the 6- and 12-month cohort),Percent Returns in 6 mths,Percent Returns in 12 mths (should include the 6-month cohort),Percent Returns in 24 mths (should include both the 6- and 12-month cohort),Total HMIS Count,Total Stayers (persons),Total Stayers increased earned income,Percent Stayers increased earned income,Total Stayers increased non-employment cash income,Percent Stayers increased non-employment cash income,Total Stayers increased total income,Percent Stayers increased total income,Total Leavers (persons),Total Leavers increased earned income,Percent Leavers increased earned income,Total Leavers increased non-employment cash income,Percent Leavers increased non-employment cash income,Total Leavers increased total income,Percent Leavers increased total income,ES-SH-TH 1st Time Homeless,ES-SH-TH-PH 1st Time Homeless,Total Persons Exiting Street Outreach,Total Persons Exited to Temporary Housing,Total Persons Exited to Permanent Housing,Percent with Successful SO Outcome,"Total Persons Exiting ES, TH, SH, PH-RRH","Total Persons Exiting ES, TH, SH, PH-RRH to Permanent Housing",Percent with Successful Exit,Total Persons Exiting PH (but not including PH-RRH),Total Persons Exiting PH (but not including PH-RRH) Residing in PH for 6mos or more or exiting to Permanent Housing,Percent with Successful Retention or Exit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,MN,Minneapolis/Hennepin County CoC,MN-500,11814366,Major Cities,2748,2620,0.95342067,43,18,58,20,3333,221,458,708,6.63E-02,0.137413741,0.212421242,12310,809,73,9.02E-02,199,0.245982695,256,0.316440049,459,104,0.226579521,116,0.252723312,189,0.411764706,7932,8880,530,91,141,0.437735849,9459,2036,0.21524474,5080,4711,0.927362205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,MN,Saint Paul/Ramsey County CoC,MN-501,6976719,"Smaller Cities, Counties, and Regional CoCs",1100,545,0.495454545,45,21,91,30,1287,41,80,122,3.19E-02,6.22E-02,9.48E-02,3829,601,36,5.99E-02,133,0.221297837,159,0.264559068,276,64,0.231884058,61,0.221014493,108,0.391304348,2208,3020,300,84,69,0.51,3407,863,0.253302025,3138,2882,0.918419375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,MN,Rochester/Southeast Minnesota CoC,MN-502,2032007,"Smaller Cities, Counties, and Regional CoCs",370,315,0.851351351,37,17,126,48,540,7,17,42,1.30E-02,3.15E-02,7.78E-02,1128,94,6,6.38E-02,18,0.191489362,24,0.255319149,209,27,0.129186603,22,0.105263158,43,0.205741627,773,1160,22,15,7,1,1182,675,0.57106599,683,638,0.934114202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,MN,"Dakota, Anoka, Washington, Scott, Carver Counties",MN-503,3775053,"Smaller Cities, Counties, and Regional CoCs",405,371,0.916049383,61,35,102,43,1199,88,108,154,7.34E-02,9.01E-02,0.128440367,1851,248,36,0.14516129,57,0.22983871,77,0.310483871,76,19,0.25,26,0.342105263,41,0.539473684,1451,1757,64,6,25,0.484375,1734,1002,0.577854671,822,745,0.906326034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,MN,Northeast Minnesota CoC,MN-504,441917,"Smaller Cities, Counties, and Regional CoCs",60,50,0.833333333,20,15,86,23,189,3,4,13,1.59E-02,2.12E-02,6.88E-02,241,46,4,8.70E-02,12,0.260869565,13,0.282608696,43,8,0.186046512,8,0.186046512,11,0.255813953,225,341,0,0,0,NA,258,172,0.666666667,185,162,0.875675676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,MN,St. Cloud/Central Minnesota CoC,MN-505,1406233,"Smaller Cities, Counties, and Regional CoCs",428,302,0.705607477,33,20,100,37,535,27,35,52,5.05E-02,6.54E-02,9.72E-02,1519,89,11,0.123595506,20,0.224719101,28,0.314606742,44,10,0.227272727,12,0.272727273,22,0.5,1116,1331,105,22,57,0.752380952,1188,514,0.432659933,512,482,0.94140625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,MN,Northwest Minnesota CoC,MN-506,672506,"Smaller Cities, Counties, and Regional CoCs",230,220,0.956521739,58,23,182,42,424,17,31,50,4.01E-02,7.31E-02,0.117924528,1288,38,2,5.26E-02,3,7.89E-02,4,0.105263158,50,11,0.22,10,0.2,20,0.4,836,950,133,16,86,0.766917293,998,428,0.428857715,438,356,0.812785388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,MN,Moorhead/West Central Minnesota CoC,MN-508,824001,"Smaller Cities, Counties, and Regional CoCs",173,173,1,36,17,78,24,279,4,16,16,1.43E-02,5.73E-02,5.73E-02,1215,76,5,6.58E-02,29,0.381578947,31,0.407894737,24,4,0.166666667,6,0.25,10,0.416666667,992,1081,104,4,43,0.451923077,514,274,0.53307393,761,691,0.908015769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,MN,Duluth/St.Louis County CoC,MN-509,3045367,"Smaller Cities, Counties, and Regional CoCs",368,284,0.77173913,29,10,87,21,1104,52,86,168,4.71E-02,7.79E-02,0.152173913,1490,278,18,6.47E-02,40,0.143884892,53,0.190647482,226,39,0.172566372,26,0.115044248,62,0.274336283,978,1185,217,25,160,0.852534562,1368,545,0.398391813,946,833,0.880549683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,MN,Southwest Minnesota CoC,MN-511,984744,"Smaller Cities, Counties, and Regional CoCs",105,91,0.866666667,25,21,60,29,330,8,17,36,2.42E-02,5.15E-02,0.109090909,474,68,10,0.147058824,12,0.176470588,16,0.235294118,53,17,0.320754717,4,7.55E-02,20,0.377358491,421,503,0,0,0,NA,362,268,0.740331492,209,178,0.851674641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,MO,St. Louis County CoC,MO-500,1947438,"Smaller Cities, Counties, and Regional CoCs",330,300,0.909090909,51,28,103,43,333,10,19,24,3.00E-02,5.71E-02,7.21E-02,1075,149,13,8.72E-02,26,0.174496644,36,0.241610738,45,11,0.244444444,14,0.311111111,24,0.533333333,822,942,821,94,24,0.143727162,941,440,0.467587673,343,335,0.976676385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,MO,St.Louis City CoC,MO-501,11327426,"Smaller Cities, Counties, and Regional CoCs",1272,993,0.780660377,69,39,126,64,1028,79,122,171,7.68E-02,0.118677043,0.166342412,3624,861,51,5.92E-02,140,0.162601626,179,0.207897793,355,52,0.146478873,70,0.197183099,115,0.323943662,2305,2604,87,3,3,6.90E-02,2902,791,0.272570641,1598,1542,0.964956195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,MO,"St. Charles City & County, Lincoln, Warren Counties CoC",MO-503,287447,"Smaller Cities, Counties, and Regional CoCs",205,99,0.482926829,31,17,62,23,8,1,3,3,0.125,0.375,0.375,460,24,1,4.17E-02,1,4.17E-02,2,8.33E-02,108,15,0.138888889,8,7.41E-02,17,0.157407407,374,625,7,2,1,0.428571429,484,318,0.657024793,38,38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,MO,"Springfield/Greene, Christian, Webster Counties CoC",MO-600,901775,"Smaller Cities, Counties, and Regional CoCs",239,236,0.987447699,65,24,83,31,295,20,26,34,6.78E-02,8.81E-02,0.115254237,929,95,1,1.05E-02,6,6.32E-02,7,7.37E-02,149,12,8.05E-02,7,4.70E-02,19,0.127516779,622,752,0,0,0,NA,966,361,0.373706004,203,187,0.921182266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,MO,"Joplin/Jasper, Newton Counties CoC",MO-602,549936,"Smaller Cities, Counties, and Regional CoCs",334,181,0.541916168,54,31,148,76,108,1,2,4,9.26E-03,1.85E-02,3.70E-02,331,28,2,7.14E-02,0,0,2,7.14E-02,41,8,0.195121951,3,7.32E-02,11,0.268292683,228,368,0,0,0,NA,344,227,0.659883721,124,109,0.879032258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,MO,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",MO-603,1258363,"Smaller Cities, Counties, and Regional CoCs",111,95,0.855855856,83,3,111,1,466,84,122,154,0.180257511,0.261802575,0.330472103,559,121,15,0.123966942,41,0.338842975,54,0.446280992,933,81,8.68E-02,41,4.39E-02,116,0.124330118,778,983,0,0,0,NA,1004,233,0.232071713,205,181,0.882926829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,KS,Kansas City/Wyandotte County CoC,MO-604K,12834032,Major Cities,0,0,NA,189,56,291,31,837,110,169,192,0.131421744,0.201911589,0.229390681,752,682,10,1.47E-02,75,0.109970674,83,0.12170088,1455,237,0.162886598,120,8.25E-02,330,0.226804124,422,541,59,4,19,0.389830508,894,417,0.466442953,482,400,0.829875519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,MO,Kansas City/Independence/Lee's Summit/Jackson County CoC,MO-604M,*,*,1507,1335,0.885865959,160,NA,227,NA,3004,832,1229,1463,0.276964048,0.409121172,0.48701731,7562,1760,110,6.25E-02,349,0.198295455,435,0.247159091,2661,466,0.175122135,266,1.00E-01,678,0.254791432,4908,6267,245,55,128,0.746938776,113651,1443,1.27E-02,2722,2463,0.904849375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,MO,Missouri Balance of State CoC,MO-606,4942202,Balance of State and Statewide CoCs,913,435,0.47645126,52,22,77,27,1179,47,84,123,3.99E-02,7.12E-02,0.1043257,1939,415,20,4.82E-02,49,0.118072289,64,0.154216867,281,23,8.19E-02,53,0.1886121,75,0.266903915,1464,2446,187,65,55,0.64171123,2469,1252,0.50708789,1366,1227,0.898243045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,MP,Northern Mariana Islands CoC,MP-500,0,Balance of State and Statewide CoCs,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,18,0,0,0,NA,23,10,0.434782609,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,MS,"Jackson/Rankin, Madison Counties CoC",MS-500,1313447,"Smaller Cities, Counties, and Regional CoCs",428,329,0.768691589,19,4,41,7,269,16,28,30,5.95E-02,0.104089219,0.111524164,1439,27,0,0,0,0,0,0,105,14,0.133333333,5,4.76E-02,18,0.171428571,1064,1283,1,1,0,1,1598,413,0.25844806,195,183,0.938461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,MS,Mississippi Balance of State CoC,MS-501,3241980,Balance of State and Statewide CoCs,491,359,0.731160896,37,17,71,28,646,36,63,126,5.57E-02,9.75E-02,0.19504644,1508,13,1,7.69E-02,0,0,1,7.69E-02,516,103,0.199612403,38,7.36E-02,133,0.257751938,1113,2370,85,6,32,0.447058824,3065,2065,0.673735726,219,174,0.794520548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,MS,Gulf Port/Gulf Coast Regional CoC,MS-503,812476,"Smaller Cities, Counties, and Regional CoCs",96,91,0.947916667,37,7,39,10,280,3,7,14,1.07E-02,2.50E-02,0.05,524,17,2,0.117647059,3,0.176470588,5,0.294117647,33,7,0.212121212,13,0.393939394,19,0.575757576,390,440,172,2,39,0.238372093,987,547,0.554204661,118,101,0.855932203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,MT,Montana Statewide CoC,MT-500,2446282,Balance of State and Statewide CoCs,958,347,0.362212944,154,31,154,31,783,13,21,25,1.66E-02,2.68E-02,3.19E-02,659,146,65,0.445205479,0,0,60,0.410958904,279,45,0.161290323,0,0,43,0.154121864,349,1581,17,1,0,5.88E-02,1382,921,0.66642547,650,601,0.924615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,NC,Winston-Salem/Forsyth County CoC,NC-500,1896891,"Smaller Cities, Counties, and Regional CoCs",433,330,0.762124711,75,42,87,47,799,114,136,174,0.142678348,0.170212766,0.217772215,1758,70,0,0,4,5.71E-02,4,5.71E-02,136,21,0.154411765,20,0.147058824,39,0.286764706,1171,1235,0,0,0,NA,1398,515,0.368383405,315,300,0.952380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,NC,Asheville/Buncombe County CoC,NC-501,1206060,"Smaller Cities, Counties, and Regional CoCs",419,301,0.718377088,38,15,117,58,727,46,74,125,6.33E-02,0.101788171,0.171939477,1240,91,5,5.49E-02,27,0.296703297,32,0.351648352,20,2,0.1,8,0.4,8,0.4,806,1054,98,28,18,0.469387755,1220,661,0.541803279,701,639,0.911554922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,NC,Durham City & County CoC,NC-502,1282978,"Smaller Cities, Counties, and Regional CoCs",307,307,1,81,48,108,65,695,53,79,106,7.63E-02,0.113669065,0.152517986,1287,125,4,3.20E-02,22,0.176,25,0.2,54,13,0.240740741,12,0.222222222,22,0.407407407,805,975,0,0,0,NA,1097,482,0.439380128,376,356,0.946808511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,NC,North Carolina Balance of State CoC,NC-503,8409964,Balance of State and Statewide CoCs,2340,1430,0.611111111,77,32,90,35,2978,246,374,499,8.26E-02,0.125587643,0.167562122,6322,708,34,4.80E-02,129,0.18220339,155,0.218926554,279,36,0.129032258,47,0.168458781,79,0.283154122,4450,5791,309,36,50,0.278317152,6389,2772,0.433870715,1661,1610,0.969295605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,NC,"Greensboro, High Point CoC",NC-504,2006402,"Smaller Cities, Counties, and Regional CoCs",605,493,0.814876033,63,38,82,51,1160,125,224,310,0.107758621,0.193103448,0.267241379,2469,126,15,0.119047619,20,0.158730159,32,0.253968254,66,13,0.196969697,15,0.227272727,23,0.348484848,1642,1732,16,5,5,0.625,2120,1023,0.48254717,516,505,0.978682171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,NC,Charlotte/Mecklenberg CoC,NC-505,3659196,Major Cities,1456,1361,0.934752747,71,31,97,40,1675,132,215,296,7.88E-02,0.128358209,0.176716418,6167,260,15,5.77E-02,36,0.138461538,50,0.192307692,281,83,0.295373665,22,7.83E-02,102,0.362989324,3762,4113,115,6,70,0.660869565,4700,2327,0.495106383,979,937,0.957099081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,NC,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",NC-506,668205,"Smaller Cities, Counties, and Regional CoCs",320,238,0.74375,42,23,68,30,421,75,99,114,0.178147268,0.235154394,0.270783848,1222,67,6,8.96E-02,16,0.23880597,18,0.268656716,40,10,0.25,12,0.3,21,0.525,913,955,0,0,0,NA,1068,409,0.382958801,85,84,0.988235294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,NC,Raleigh/Wake County CoC,NC-507,3187757,Major Cities,709,675,0.952045134,46,19,60,22,1377,158,216,305,0.114742193,0.156862745,0.221496006,4454,220,24,0.109090909,35,0.159090909,55,0.25,74,20,0.27027027,25,0.337837838,39,0.527027027,2973,3355,74,4,5,0.121621622,4366,1317,0.301649107,726,678,0.933884298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,NC,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",NC-509,835476,"Smaller Cities, Counties, and Regional CoCs",248,120,0.483870968,54,29,60,29,201,20,26,37,9.95E-02,0.129353234,0.184079602,683,52,1,1.92E-02,1,1.92E-02,2,3.85E-02,56,10,0.178571429,7,0.125,16,0.285714286,528,576,0,0,0,NA,662,328,0.495468278,157,153,0.974522293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,NC,Fayetteville/Cumberland County CoC,NC-511,698580,"Smaller Cities, Counties, and Regional CoCs",200,200,1,39,16,133,41,428,23,33,46,5.37E-02,7.71E-02,0.107476636,599,18,0,0,1,5.56E-02,1,5.56E-02,31,5,0.161290323,8,0.258064516,13,0.419354839,403,551,173,21,14,0.202312139,654,298,0.455657492,137,137,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,NC,Chapel Hill/Orange County CoC,NC-513,656714,"Smaller Cities, Counties, and Regional CoCs",91,91,1,80,47,114,74,196,8,14,19,4.08E-02,7.14E-02,9.69E-02,270,54,0,0,4,7.41E-02,4,7.41E-02,6,1,0.166666667,0,0,1,0.166666667,193,214,4,0,0,0,234,67,0.286324786,103,101,0.980582524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,NC,Northwest North Carolina CoC,NC-516,288831,"Smaller Cities, Counties, and Regional CoCs",71,53,0.746478873,43,26,74,32,115,15,22,23,0.130434783,0.191304348,0.2,360,24,0,0,0,0,0,0,36,3,8.33E-02,4,0.111111111,7,0.194444444,228,251,NA,NA,NA,NA,341,152,0.445747801,56,54,0.964285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,ND,North Dakota Statewide CoC,ND-500,1903991,Balance of State and Statewide CoCs,648,638,0.984567901,350,89,360,93,936,78,118,167,8.33E-02,0.126068376,0.178418803,3477,99,3,3.03E-02,20,0.202020202,20,0.202020202,110,14,0.127272727,14,0.127272727,27,0.245454545,1902,2184,148,75,51,0.851351351,2562,827,0.322794692,658,580,0.881458967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,NE,Nebraska Balance of State CoC,NE-500,2027150,Balance of State and Statewide CoCs,607,458,0.754530478,35,16,74,23,1116,94,134,183,8.42E-02,0.120071685,0.163978495,2319,69,20,0.289855072,15,0.217391304,29,0.420289855,169,84,0.49704142,34,0.201183432,100,0.591715976,1741,2171,10,4,4,0.8,2321,1194,0.514433434,184,180,0.97826087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,NE,"Omaha, Council Bluffs CoC",NE-501,4235409,Major Cities,1315,814,0.619011407,54,21,74,26,1762,239,362,776,0.135641317,0.205448354,0.440408627,5808,184,16,8.70E-02,66,0.358695652,76,0.413043478,1056,251,0.237689394,201,0.190340909,420,0.397727273,3752,4599,303,33,164,0.650165017,5679,1528,0.269061454,638,570,0.893416928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,NE,Lincoln CoC,NE-502,2257143,"Smaller Cities, Counties, and Regional CoCs",629,629,1,58,28,114,49,656,49,91,135,7.47E-02,0.138719512,0.205792683,2475,77,4,5.19E-02,11,0.142857143,14,0.181818182,181,36,0.198895028,37,0.20441989,70,0.386740331,1506,1564,90,20,32,0.577777778,1973,546,0.276735935,254,223,0.877952756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,NH,New Hampshire Balance of State CoC,NH-500,3556085,Balance of State and Statewide CoCs,650,490,0.753846154,84,44,111,53,1574,278,350,419,0.176620076,0.222363405,0.266200762,2037,166,13,7.83E-02,43,0.259036145,53,0.319277108,143,31,0.216783217,27,0.188811189,54,0.377622378,1356,1787,935,428,241,0.715508021,1936,1038,0.536157025,401,378,0.942643392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
